idx,id,name,brand,img_url,card_url,convenience,cafe,restaurant,oil,movie,mart,shopping,hospital,edu,tel,car,travel,transportation
0,2422,KB국민 노리2 체크카드(KB Pay),KB국민카드,https://d1c5n4ri2guedi.cloudfront.net/card/2422/card_img/27141/2422card.png,https://card-gorilla.com/card/detail/2422,"[일상] GS25, CU 5% 할인 구분 할인율 확인 사항 GS25, CU 5% - 전월 이용실적 20만원 이상 시 제공 - 건당 이용조건 없음 - 월 할인한도 : 2천원 (월 4만원 이용금액까지 할인) - 할인제외: 상품권/선불카드(선불전자지급수단 포함) 구입 및 충전 금액 - 본인회원 기준으로 월간 통합할인한도 내에서 혜택이 제공됩니다","[일상] 스타벅스, 커피빈 10% 할인 구분 할인율 확인 사항 스타벅스, 커피빈 10% - 전월 이용실적 조건 없음 - 건당 이용조건 없음 - 월 할인한도 : 3천원 (월 3만원 이용금액까지 할인) - 스타벅스는 사이렌오더 결제 포함 - 할인제외 : 상품권/선불카드(선불전자지급수단 포함) 구입 및 충전, 백화점, 대형마트, 철도·역사, 호텔 등에 입점한 가맹점 등 - 본인회원 기준으로 월간 통합할인한도 내에서 혜택이 제공됩니다",,,"[일상] CGV 4,000원 할인 구분 할인금액 확인 사항 CGV 4,000원 - 전월 이용실적 20만원 이상 시 제공 - 건당 1만원 이상 이용 시 제공 - 현장 결제, 공식 홈페이지 및 모바일(앱) 결제 시 제공 - 할인 제외: 상품권 구매 및 매점 이용금액 - 월 할인횟수: 2회 (월 할인한도 8천원 이내 제공) - 본인회원 기준으로 월간 통합할인한도 내에서 혜택이 제공됩니다",,,,,"[일상] SKT, KT, LG U+, Liiv M 2,500원 할인 구분 할인금액 확인 사항",,,
1,646,신한카드 Deep Dream 체크(미니언즈),신한카드,https://d1c5n4ri2guedi.cloudfront.net/card/646/card_img/21410/646card.png,https://card-gorilla.com/card/detail/646,,,,"주말(토,일) 전 주유소 리터당 40원 적립 - 전월(1일~말일) 20만원 이상 이용 시 제공 되며, 주말 주유소(업종)에서 당월 총 이용한 주유금액 20만원까지 리터당 40원 마이신한포인트 적립됩니다  - SK에너지가 통보한 휘발유 리터당 고시유가 기준으로 적립됩니다",,,,,,,,,
2,286,카카오페이 신한 체크카드,신한카드,https://d1c5n4ri2guedi.cloudfront.net/card/286/card_img/20508/286card.png,https://card-gorilla.com/card/detail/286,,,,,"CGV 영화 이용 시 최대 3천원 적립 - 카카오페이머니 적립 - 전월 이용금액 30만원 이상 시 제공 - 통합 적립한도 적용, 월 1회   *  CGV 서비스는 CGV 앱/홈페이지에서 직접 예매 및 극장 현장 결제 시에만 적용 됩니다 CGV 영화 이용 시 최대 3천원 적립 - 카카오페이머니 적립 - 전월 이용금액 30만원 이상 시 제공 - 통합 적립한도 적용, 월 1회   *  CGV 서비스는 CGV 앱/홈페이지에서 직접 예매 및 극장 현장 결제 시에만 적용 됩니다  단, 일부 CGV 극장 내 매점 이용금액이 극장 사정으로 서비스가 적용될 수 있으니 주의 바랍니다    * 국내이용 서비스가 중복일 경우 교통/통신/영화 서비스부터 적용되며, 중복 적립은 불가합니다    예) 통합 한도가 5천원인 고객이 카카오페이로 CGV영화를 1만5천원 예매했을 경우 3천원 적립",,,,,이동통신요금 자동 이체 시 3% 적립 - 카카오페이머니 적립,,,대중교통 3% 적립(버스/지하철) - 카카오페이머니 적립
3,348,노리체크카드,KB국민카드,https://d1c5n4ri2guedi.cloudfront.net/card/348/card_img/20581/348card.png,https://card-gorilla.com/card/detail/348,"GS25 5% 환급할인 - 건당 이용금액 1만원 이상 시, 건당 최대 이용금액 2만원까지 할인 적용(최대 할인금액 1,000원) - 최초 발급 후 사용등록일로부터 60일 까지는 월간 통합할인한도 1만원 이내에서 할인 제공됩니다",,"아웃백, VIPS 20% 환급할인 - 건당 이용금액 3만원 이상 시, 건당 최대 이용금액 5만원까지 할인 적용(최대 할인금액 10,000원)",,"CGV 35% 환급할인 - 건당 이용금액 1만원 이상 시, 건당 최대 이용금액 2만원까지 할인 적용(최대 할인금액 7,000원) - 제공조건 : 현장구매 및 CGV 홈페이지(www co kr)·CGV 앱 결제 - 할인제외 : 상품권 구매 / 매점 이용금액 - 최초 발급 후 사용등록일로부터 60일 까지는 월간 통합할인한도 1만원 이내에서 할인 제공됩니다",,,,,"이동통신요금 자동납부시 2,500원 환급할인 - 건당 이용금액  5만원 이상 시 2,500원 정액할인 (월 1회)",,,"대중교통(전국 버스·지하철) 10% 청구할인 - 교통이용금액 월 2만원까지 할인(최대 할인액 2,000원)"
4,2691,트래블러스 체크카드,KB국민카드,https://d1c5n4ri2guedi.cloudfront.net/card/2691/card_img/33455/2691card_2.png,https://card-gorilla.com/card/detail/2691,,,"[국내 혜택] 전국맛집 5,000원 할인 구분 할인내용 확인사항",,,,,,,,[국내 혜택] 주차장 500원 할인 구분 할인내용 확인사항,,
5,2626,네이버페이 머니카드,네이버페이,https://d1c5n4ri2guedi.cloudfront.net/card/2626/card_img/31677/2625card_1.png,https://card-gorilla.com/card/detail/2626,,,,,,,,,,,,"N트래블클럽 업그레이드 - 네이버 여행 멤버십 혜택! 항공, 호텔 할인・적립",
6,2321,모빌리언스카드,KG모빌리언스,https://d1c5n4ri2guedi.cloudfront.net/card/2321/card_img/23849/2321card.png,https://card-gorilla.com/card/detail/2321,"GS25, 이마트24 1","50% 뚜레쥬르, 이삭토스트, 쥬씨, 홍루이젠, 토프레소, 달콤커피, 커피마마퀸, 커피마마, 커피베이 3 50% 아티제, 이디야커피 2 50% 컴포즈커피 2 00% 투썸플레이스, 배스킨라빈스, 파리바게뜨, 던킨, 파스꾸찌, 파리크라상 ※ 브랜드 리스트는 변경될 수 있습니다",KFC 10% 즉시 할인 - 할인 조건: KFC 매장에서 실물카드로 결제 시,,,,모빌마켓 이용 시 2% 무제한 적립 - 적립 조건: 모빌리언스카드 APP 내 모빌마켓에서 상품 구매 시,,,KG모바일 알뜰폰 결합 시 최대 4.5% 혜택 - 혜택 조건: 모빌리언스카드 고객이 KG모바일(알뜰폰) 개통 시,,,
7,2604,토심이 첵첵 체크카드,KB국민카드,https://d1c5n4ri2guedi.cloudfront.net/card/2604/card_img/31223/2604card.png,https://card-gorilla.com/card/detail/2604,"CU편의점 2~4천원 환급할인 서비스 구분 건당 할인금액 및 영역별할인한도 1구간 (30만원 이상 60만원 미만) 2구간 (60만원 이상) 첵첵 편의점 할인 건당 할인금액 1천원 2천원 영역별 할인한도 2천원 4천원 - 이용금액 1만원 이상 시 할인 적용 - 실적조건: KB국민 토심이 첵첵 체크카드로 전월 30만원 이상 이용시 제공 (동일계열카드 첵첵, 위글위글 첵첵, 토심이 첵첵 실적 합산) - 실적유예기간 적용: 최초 카드 사용등록일로부터 다음달 말일까지 1구간 내에서 서비스 제공 - 상품권, 선불카드 구입(충전) 금액은 할인 제외","스타벅스(사이렌오더 포함) 2~4천원 환급할인 서비스 구분 건당 할인금액 및 영역별할인한도 1구간 (30만원 이상 60만원 미만) 2구간 (60만원 이상) 첵첵 커피 할인 건당 할인금액 1천원 2천원 영역별 할인한도 2천원 4천원 - 이용금액 1만원 이상 시 할인 적용 - 실적조건: KB국민 토심이 첵첵 체크카드로 전월 30만원 이상 이용시 제공 (동일계열카드 첵첵, 위글위글 첵첵, 토심이 첵첵 실적 합산) - 실적유예기간 적용: 최초 카드 사용등록일로부터 다음달 말일까지 1구간 내에서 서비스 제공 - 상품권, 선불카드 구입(충전) 금액은 할인 제외 - 백화점, 대형마트 등 일부 입점 매장 할인 제외 - 스타벅스 사이렌오더 이용금액 할인 제공",,,"CGV 2~4천원 환급할인 서비스 구분 건당 할인금액 및 영역별할인한도 1구간 (30만원 이상 60만원 미만) 2구간 (60만원 이상) 첵첵 영화 할인 건당 할인금액 1천원 2천원 영역별 할인한도 2천원 4천원 - 이용금액 1만원 이상 시 할인 적용 - 실적조건: KB국민 토심이 첵첵 체크카드로 전월 30만원 이상 이용시 제공 (동일계열카드 첵첵, 위글위글 첵첵, 토심이 첵첵 실적 합산) - 실적유예기간 적용: 최초 카드 사용등록일로부터 다음달 말일까지 1구간 내에서 서비스 제공 - 상품권, 선불카드 구입(충전) 금액은 할인 제외 - 인터넷 예매 시 직영 홈페이지, App 이용분만 할인 제공",,텐바이텐 2~4천원 환급할인 서비스 구분 건당 할인금액 및 영역별할인한도,,,,,,버스·지하철 2~4천원 청구할인 서비스 구분 건당 할인금액 및 영역별할인한도
8,584,우리카드 우리 K-패스 (COOKIE CHECK),우리카드,https://d1c5n4ri2guedi.cloudfront.net/card/584/card_img/33529/584card.png,https://card-gorilla.com/card/detail/584,,,,,,,,,,,,,K-패스 사업 지역 안내 시·도 해당지역
9,2423,노리2 체크카드(Global),KB국민카드,https://d1c5n4ri2guedi.cloudfront.net/card/2423/card_img/27142/2423card.png,https://card-gorilla.com/card/detail/2423,"[일상] GS25, CU 5% 할인 구분 할인율 확인 사항 GS25, CU 5% - 전월 이용실적 20만원 이상 시 제공 - 건당 이용조건 없음 - 월 할인한도 : 2천원 (월 4만원 이용금액까지 할인) - 할인제외: 상품권/선불카드(선불전자지급수단 포함) 구입 및 충전 금액 - 본인회원 기준으로 월간 통합할인한도 내에서 혜택이 제공됩니다","[일상] 스타벅스, 커피빈 10% 할인 구분 할인율 확인 사항 스타벅스, 커피빈 10% - 전월 이용실적 조건 없음 - 건당 이용조건 없음 - 월 할인한도 : 3천원 (월 3만원 이용금액까지 할인) - 스타벅스는 사이렌오더 결제 포함 - 할인제외 : 상품권/선불카드(선불전자지급수단 포함) 구입 및 충전, 백화점, 대형마트, 철도·역사, 호텔 등에 입점한 가맹점 등 - 본인회원 기준으로 월간 통합할인한도 내에서 혜택이 제공됩니다",,,"[일상] CGV 4,000원 할인 구분 할인금액 확인 사항 CGV 4,000원 - 전월 이용실적 20만원 이상 시 제공 - 건당 1만원 이상 이용 시 제공 - 현장 결제, 공식 홈페이지 및 모바일(앱) 결제 시 제공 - 할인 제외: 상품권 구매 및 매점 이용금액 - 월 할인횟수: 2회 (월 할인한도 8천원 이내 제공) - 본인회원 기준으로 월간 통합할인한도 내에서 혜택이 제공됩니다",,,,,"[일상] SKT, KT, LG U+, Liiv M 2,500원 할인 구분 할인금액 확인 사항",,,
10,281,신한카드 Deep Dream 체크,신한카드,https://d1c5n4ri2guedi.cloudfront.net/card/281/card_img/20503/281card.png,https://card-gorilla.com/card/detail/281,,,, - 모두드림 서비스와 중복 적립 불가합니다  - SK에너지가 통보한 휘발유 리터당 고시유가 기준으로 적립됩니다,,,,,,,,,
11,2570,카드의정석 오하CHECK,우리카드,https://d1c5n4ri2guedi.cloudfront.net/card/2570/card_img/29938/762card.png,https://card-gorilla.com/card/detail/2570,,"[오늘 하루 EAT] 커피 5% 캐시백 - 스타벅스 사이렌오더 - 매출 건당 최대 1천원까지 캐시백 제공 - 스타벅스 공식 앱을 통한 사이렌오더 결제 건에 한하며, 스타벅스카드(e-gift카드 포함) 구매 및 충전, 백화점/대형할인점 내 매장이나 미군부대 등 임대매장 결제 건은 서비스 적용 제외 - 네이버페이, 우리페이로 승인된 매출은 캐시백 제외",,,,,"[오늘 하루 SHOPPING] 온라인 쇼핑  5% 캐시백 - 쿠팡, 무신사, 지그재그",,,"[오늘 하루 LIFE] 이동통신 5% 캐시백 - SKT, KT, LG U+, LG헬로모바일, KTM모바일, U+알뜰모바일",,,"[오늘 하루 LIFE] 대중교통(버스/지하철) 5% 캐시백 - 대상 : 시내버스, 지하철 후불교통 이용금액"
12,2425,MY 체크카드,케이뱅크,https://d1c5n4ri2guedi.cloudfront.net/card/2425/card_img/27182/2425card.png,https://card-gorilla.com/card/detail/2425,,,,,,,,,,,,,"대중교통 혜택 추가 3천원 캐시백 - MY체크카드로 대중교통 5만원 이상 이용 시, 매월 3천원을 추가로 드리는 혜택입니다.(전월실적 30만원 이상)"
13,2601,더나은 체크카드,MG새마을금고,https://d1c5n4ri2guedi.cloudfront.net/card/2601/card_img/31113/2601card.png,https://card-gorilla.com/card/detail/2601,,"스타벅스, 투썸플레이스, 커피빈, 메가커피, 빽다방, 컴포즈커피 결제 시 이용금액의 20% 할인 캐시백 - 이용금액 건당 5천원 이상 시 적용 - 전월 이용실적 30만원 이상 시 제공 - 월 최대 6천원 제공 - 커피전문점 할인캐시백은 대상가맹점 통합하여 월 최대 6천원까지 제공 - 백화점·할인점·아울렛·쇼핑몰·공항·호텔 등 입점매장의 경우 할인캐시백이 적용되지 않음 - 현장결제와 오더결제(스타벅스 사이렌오더, 투썸플레이스 투썸오더, 커피빈 퍼플오더) 모두 할인캐시백 적용",,,,,"쿠팡, 무신사, 지그재그, W컨셉, 에이블리 결제 시 이용금액의 20% 할인 캐시백 - 이용금액 건당 1만원 이상 시 적용",,,,,,
14,362,NH20해봄체크카드,NH농협카드,https://d1c5n4ri2guedi.cloudfront.net/card/362/card_img/20603/362card.png,https://card-gorilla.com/card/detail/362,,,,,,,[On-Line 서비스] ,,,,,,
15,2693,K-패스 신한카드 체크,신한카드,https://d1c5n4ri2guedi.cloudfront.net/card/2693/card_img/33495/2692card.png,https://card-gorilla.com/card/detail/2693,,,,,,,,,,,,,"대중교통(버스, 지하철) 이용 시 10% 결제일 할인 - 후불교통 기능을 이용한 터치(RF) 거래 시 할인"
16,350,직장인보너스체크카드,KB국민카드,https://d1c5n4ri2guedi.cloudfront.net/card/350/card_img/20594/350card.png,https://card-gorilla.com/card/detail/350,,,,"GS칼텍스 리터당 주중 50원, 주말 60원 환급할인 - 건당 이용금액 10만원까지 할인 (월 이용금액 30만원까지 할인 적용) - 할인제외 : GS칼텍스 비제휴 주유소 이용금액 / LPG 이용금액 - 실적조건 : 전월 이용실적 20만원 이상 - GS칼텍스 본사 휘발유 고시가 기준 (경유, 등유는 휘발유가 기준으로 환산하여 적용) - 각 주유소별 유가 및 유류에 따라 할인액 차이가 발생할 수 있습니다",,,"롯데·현대·신세계백화점 5% 환급할인 - 이용금액 건당 5만원~10만원까지 할인 적용(1회 최대 할인금액 5,000원)",,,"이동통신요금 1,000원 환급할인 (월 1회) - 자동이체금액 건당 5만원 이상 이용 시 1천원 정액할인 (월 1회)",,,버스·지하철 5% 청구할인 - 월 이용금액 2만원까지 할인
17,2519,개이득 체크카드,우체국,https://d1c5n4ri2guedi.cloudfront.net/card/2519/card_img/28824/2519card.png,https://card-gorilla.com/card/detail/2519,,,,,,,"패션 30% 캐시백 - 무신사, 지그재그, W컨셉, 브랜디",,,,,,
18,2561,K-패스카드(체크),NH농협카드,https://d1c5n4ri2guedi.cloudfront.net/card/2561/card_img/33460/2561card.png,https://card-gorilla.com/card/detail/2561,,,,,,,,,,"이동통신요금 5% 캐시백(월 3천원, 1회 한) - SKT, KT, LG U+ 자동납부 시 할인 제공",,,"버스/지하철 10% 캐시백 - 버스(시내버스, 마을버스, 광역버스, 고속시외버스) 및 지하철"
19,528,라이언 치즈 체크카드,NH농협카드,https://d1c5n4ri2guedi.cloudfront.net/card/528/card_img/21216/528card.png,https://card-gorilla.com/card/detail/528,"편의점 - Single Cheezzz! (월~금 0 5% NH포인트 적립) - Double Cheezzz! (토, 일 1% NH포인트 적립) - 편의점: CU, GS25   * 전월실적 20만원 이상 시 제공","커피 - Single Cheezzz! (월~금 0 5% NH포인트 적립) - Double Cheezzz! (토, 일 1% NH포인트 적립) - 커피: 스타벅스(싸이렌오더 포함), 투썸플레이스, 커피빈   * 상품권 및 선불카드 구매·충전, 앱 결제 제외   * 전월실적 20만원 이상 시 제공",,,"영화 - Single Cheezzz! (월~금 0 5% NH포인트 적립) - Double Cheezzz! (토, 일 1% NH포인트 적립) - 영화: CGV, 롯데시네마, 메가박스   * 온·오프라인 결제건 적립 단, 매점 및 예매대행사이트 제외   * 전월실적 20만원 이상 시 제공",,온라인쇼핑 - Single Cheezzz! (월~금 0.5% NH포인트 적립),,,,,,교통 - Tripple Cheezzz! (요일관계없이 1.5% NH포인트 적립)
20,2563,K-패스 삼성체크카드,삼성카드,https://d1c5n4ri2guedi.cloudfront.net/card/2563/card_img/29688/2563card.png,https://card-gorilla.com/card/detail/2563,"편의점/커피전문점/제과 1,000원 캐시백 - 서비스안내: 편의점/커피전문점/제과에서 건별 10,000원 이상 결제 시 1,000원 캐시백  대상점 업종 할인 대상 편의점 CU, GS25, 세븐일레븐, 이마트24 커피전문점 스타벅스, 이디야커피, 투썸플레이스, 커피빈, 블루보틀 제과 파리바게트, 뚜레쥬르, 던킨  이용조건 - 통합 월 3회 제공 - 전월 이용금액 30만원 이상 시 제공 - 발급월+1개월까지는 전월 이용금액 30만원 미만 시에도 제공 - 캐시백 및 할인 제외 대상: 삼성카드 할인이 적용된 결제금액, 기프트/선불카드(포인트, 사이버머니 등 전자지급수단 포함) 구매 및 충전, 상품권구매건  유의사항 - 오프라인 결제건에 한하며, 백화점, 할인점, 쇼핑몰 등이 임대매장은 제외(단, 스타벅스의 경우, 사이렌오더 결제건도 혜택 제공) - 캐시백금액은 매출전표 접수 다음 달 15일(영업일 기준)에 해당 체크카드 결제계좌로 입금 - 할인 혜택은 승인일 기준으로 적용 - 캐시백 혜택 및 전월 이용금액 산정은 승인 시점 기준으로 적용",,,,"CGV 3,000원 할인 서비스안내 - CGV 홈페이지 및 앱을 통해 5,000원 이상 결제 시 3,000원 즉시할인 - CGV 현장에서 5,000원 이상 결제 시 3,000원 현장할인  이용조건 - 통합 연 6회 제공(온라인 예매/현장 결제 각 일 1회, 연 3회)(연 기준: 1",,,,,이동통신 10% 캐시백 - 서비스안내: 이동통신 정기결제시 10% 캐시백,,,K-패스 마일리지 서비스 안내
21,2588,스타플러스 체크카드,KB국민카드,https://d1c5n4ri2guedi.cloudfront.net/card/2588/card_img/30834/2588card.png,https://card-gorilla.com/card/detail/2588,"GS25, CU 5% 할인 구분 할인율 확인사항 GS25, CU 5% -전월 이용실적 20만원 이상 시 제공 -건당 이용조건 없음 -월 할인한도 : 2천원 (월 4만원 이용금액까지 할인) -할인제외:상품권/선불카드(선불전자지급수단 포함) 구입 및 충전 금액 - 본인회원 기준으로 월간 통합할인한도 내에서 혜택이 제공됩니다","스타벅스, 커피빈 10% 할인 구분 할인율 확인사항 스타벅스, 커피빈 10% -전월 이용실적 조건 없음 -건당 이용조건 없음 -월 할인한도 : 3천원 (월 3만원 이용금액까지 할인) -스타벅스는 사이렌오더 결제 포함 -할인제외 : 상품권/선불카드(선불전자지급수단 포함) 구입 및 충전, 백화점, 대형마트, 철도·역사, 호텔 등에 입점한 가맹점 등 - 본인회원 기준으로 월간 통합할인한도 내에서 혜택이 제공됩니다",,,"CGV 4,000원 할인 구분 할인금액 확인사항 CGV 4,000원 -전월 이용실적 20만원 이상 시 제공 -건당 1만원 이상 이용 시 제공 -현장 결제, 공식 홈페이지 및 모바일(앱) 결제 시 제공 -할인 제외 : 상품권 구매 및 매점 이용 금액 -월 할인횟수 : 4회(월 할인한도 8천원 이내 제공) - 본인회원 기준으로 월간 통합할인한도 내에서 혜택이 제공됩니다",,,,,"SKT, KT, LG U+, Liiv M 2,500원 할인 구분 할인금액 확인사항",,,
22,618,신한카드 Hey Young 체크,신한카드,https://d1c5n4ri2guedi.cloudfront.net/card/618/card_img/21385/618card.png,https://card-gorilla.com/card/detail/618,"[생활 서비스] GS25 편의점 1천원 캐시백 - 건당 1만원 이상 결제 시 1천원 캐시백(일 1회/월 5회 제공) ※ 오프라인 매장에 한하여 적용되며, 인터넷이나 모바일앱을 통한 온라인 거래는 캐시백이 적용되지 않습니다","[생활 서비스] 스타벅스 커피 1천원 캐시백(사이렌오더, FAN사이렌 오더 포함) - 건당 1만원 이상 결제 시 1천원 캐시백(일 1회/월 5회 제공) ※ 백화점, 할인점 등 입점 매장 및 해외 스타벅스 가맹점, 상품권, 선물하기, 선불카드 구입/충전건은 캐시백이 적용되지 않습니다",,,[생활 서비스] CGV 영화 예매 5천원 캐시백 - 건당 2만원 이상 결제 시 5천원 캐시백(월 1회 제공) ※ CGV사이트/앱 직접 접속이용 또는 현장 결제시에 한하여 적용됩니다,,[생활 서비스] 쿠팡,,,[생활 서비스] 이동통신요금 자동이체 시 2천원 캐시백,,,[생활 서비스] 대중교통 이용금액 5% 캐시백
23,2700,위비트래블 체크카드,우리카드,https://d1c5n4ri2guedi.cloudfront.net/card/2700/card_img/34201/2700card.png,https://card-gorilla.com/card/detail/2700,,,"푸드 5% 캐시백 - 우리페이, 네이버페이로 승인된 매출은 캐시백 제외",,,,쇼핑 5% 캐시백 - 전월 국내 가맹점 이용금액 20만원 이상 시 서비스 제공,,,,,,
24,2094,카카오페이 체크카드,MG새마을금고,https://d1c5n4ri2guedi.cloudfront.net/card/2094/card_img/21906/2094card.png,https://card-gorilla.com/card/detail/2094,"편의점 5% 할인 - CU, GS25, 세븐일레븐, 미니스톱 - 월 2회  통합할인한도 - 전월실적 15만원 미만: 통합할인한도 0원 - 전월실적 15만원 이상 ~ 30만원 미만: 통합할인한도 5,000원 - 전월실적 30만원 이상 ~ 50만원 미만: 통합할인한도 10,000원 - 전월실적 50만원 이상: 통합할인한도 15,000원  유의사항 - 카카오페이체크카드는 전월 이용실적에 따라 모든 할인서비스에 통합하여 할인의 한도를 정하고 있습니다","커피전문점 10% 할인 - 스타벅스, 커피빈, 탐앤탐스, 카페베네 - 월 2회, 연 12회 - 백화점, 대형마트 내 매장 제외될 수 있습니다","스타일푸드 10% 할인 - 버거킹, 맥도날드, 롯데리아, 미스터도넛, 던킨도넛",,"영화 2,000원 할인 - CGV, 메가박스, 롯데시네마 - 건당 이용금액 7,000원 이상 시 할인 - 월 2회, 연 12회  통합할인한도 - 전월실적 15만원 미만: 통합할인한도 0원 - 전월실적 15만원 이상 ~ 30만원 미만: 통합할인한도 5,000원 - 전월실적 30만원 이상 ~ 50만원 미만: 통합할인한도 10,000원 - 전월실적 50만원 이상: 통합할인한도 15,000원  유의사항 - 카카오페이체크카드는 전월 이용실적에 따라 모든 할인서비스에 통합하여 할인의 한도를 정하고 있습니다",,"소셜커머스 10% 할인 - 티몬, 쿠팡, 위메프",,,,,,
25,674,IBK무민카드(체크),IBK기업은행,https://d1c5n4ri2guedi.cloudfront.net/card/674/card_img/21439/674card.png,https://card-gorilla.com/card/detail/674,"GS25, CU, 세븐일레븐, 올리브영 5% 할인 - 올리브영과 통합하여 1일 1회, 월 2회, 1회 이용금액 1만원 한도","주요 커피전문점 10% 할인 - 스타벅스, 커피빈, 카페베네, 탐앤탐스, 엔제리너스, 투썸플레이스, 할리스, 달",,,"CGV, 롯데시네마, 메가박스 4천원 할인  - 현장 및 온라인 예매 시 - 통합 월 1회, 연 12회, 건당 1만원 이상 결제 시 - 예매 대행 사이트를 통한 예매 시 할인 제외",,,,,,,,"버스, 지하철 이용건당 100원 할인 - 후불교통카드로 이용한 건에 한함"
26,2562,K-패스(체크),IBK기업은행,https://d1c5n4ri2guedi.cloudfront.net/card/2562/card_img/33444/2526card.png,https://card-gorilla.com/card/detail/2562,"편의점 5% 할인 - GS25, CU, 세븐일레븐, 올리브영 - 통합 1일1회, 월 2회, 1회 이용금액 1만원 한도 - 온라인(간편결제 등) 결제 건은 할인 제외","커피 10% 할인 - 스타벅스, 커피빈, 카페베네, 탐앤탐스, 엔제리너스, 투썸플레이스, 할리스, 달",,,"영화 4천원 할인 - CGV, 롯데시네마, 메가박스 - 현장 및 온라인 예매 시 - 통합 월1회, 연 12회, 건당 1만원 이상 결제 시 - 예매 대행 사이트를 통한 예매 시 할인 제외",,"쇼핑 10% 할인 - 쿠팡, 티몬, 위메프",,,,,,"대중교통 건당 100원 할인 - 버스, 지하철"
27,739,나라사랑체크카드,KB국민카드,https://d1c5n4ri2guedi.cloudfront.net/card/739/card_img/22213/739card.png,https://card-gorilla.com/card/detail/739,,,,,"CGV 35% 환급할인 - 건당 이용금액 1만원 이상 시 건당 최대 이용금액 2만원까지 할인 적용(최대 할인액 7,000원) - 인터넷 예매 시 영화관 직영 홈페이지(www co kr) 및 스마트폰 CGV 어플리케이션을 통해 결제한 경우만 할인 적용 - 상품권 구매 및 매점 이용분은 제외  스타벅스 20% 환급할인 - 건당 이용금액 1만원 이상 시 건당 최대 이용금액 2만원까지 할인 적용(최대 할인액 4,000원) - 상품권 구매 및 스타벅스 카드 충전 시 할인 적용 제외 - 백화점/대형마트 등에 입점된 일부 매장은 할인 적용에서 제외  아웃백, VIPS 20% 환급할인 - 건당 이용금액 3만원 이상 시 건당 최대 이용금액 5만원까지 할인 적용(최대 할인액 10,000원) - 상품권 구매 및 백화점, 대형할인점 입점 매장은 할인 적용 제외  에버랜드, 롯데월드 현장예매 50% 환급할인 - 건당 이용금액 3만원 이상 시 건당 최대 이용금액 5만원까지 할인 적용(최대 할인액 25,000원)",,"GS홈쇼핑, CJ홈쇼핑, G마켓, 옥션 5% 환급할인 - 건당 이용금액 3만원 이상 시 건당 최대 이용금액 5만원까지 할인 적용(최대 할인액 2,500원)",,"교보문고 5% 환급할인 - 건당 이용금액 2만원 이상 시 건당 최대 이용금액 5만원까지 할인 적용(최대 할인액 2,500원)","이동통신 자동납부 건당 금액이 5만원 이상 시 2,500원 환급할인(월 1회) - 해당 카드로 자동이체 등록 시 할인 적용",,,"대중교통(전국 버스/지하철) 20% 청구할인 - 교통이용금액 월 5만원까지 할인 적용(최대 할인액 10,000원)"
