idx,id,name,brand,img_url,card_url,convenience,cafe,restaurant,oil,movie,mart,shopping,hospital,edu,tel,car,travel,transportation
0,13,신한카드 Mr.Life,신한카드,https://d1c5n4ri2guedi.cloudfront.net/card/13/card_img/28201/13card.png,https://card-gorilla.com/card/detail/13,TIME 할인서비스 10% 할인  편의점 10% 할인 - 편의점 업종  - 서비스 영역별 각각 일 1회 할인 적용 - 1회 이용 금액 1만원까지 할인 적용 (1회 최대 1천원 할인) - 월 5회 할인 적용  TIME 할인서비스 할인한도안내 - 전월실적 30만원~50만원 : 1만원 - 전월실적 50만원 ~100만원 : 2만원 - 전월실적 100만원 이상 : 3만원   유의사항 - 서비스 대상 거래건 중 신한카드 전표 매입 순서대로 결제일 할인이 적용됩니다,,오후 9시 ~ 오전 9시까지 Night 할인서비스 10% 할인 식음료 10% 할인,"주말할인서비스 4대 정유사 리터당 60원 할인 - SK에너지/GS칼텍스/에이치디현대오일뱅크/S-Oil - 휘발유, 등유, 경유(LPG 제외) - 일 1회 - 1회 이용 금액 10만원까지 할인 적용 - 월 이용 금액 30만원까지 할인 적용  주말 할인서비스 할인한도안내 - 전월실적 30만원~50만원 : 3천원 - 전월실적 50만원 ~100만원 : 7천원 - 전월실적 100만원 이상 : 1만원   유의사항 - 서비스 대상 거래건 중 신한카드 전표 매입 순서대로 결제일 할인이 적용됩니다",,"주말할인서비스 3대 마트 10% 할인 - 이마트, 롯데마트, 홈플러스 - 기업형 슈퍼마켓, 온라인몰 포함 - 상품권 제외 - 일 1회 할인 적용 - 1회 이용 금액 5만원까지 할인 적용 (1회 최대 5천원 할인)  주말 할인서비스 할인한도안내 - 전월실적 30만원~50만원 : 3천원 - 전월실적 50만원 ~100만원 : 7천원 - 전월실적 100만원 이상 : 1만원   유의사항 - 서비스 대상 거래건 중 신한카드 전표 매입 순서대로 결제일 할인이 적용됩니다",건강한 라이프스타일 푸드 인테이크몰(www.shopintake.com) 결제 시 20% 할인 - 전월 이용금액 (일시불+할부) 유실적 고객님께 월 4회까지 20% 할인이 제공됩니다.,TIME 할인서비스 10% 할인  병원/약국업종 (동물병원 제외) 10% 할인,,,,,
1,51,삼성카드 taptap O,삼성카드,https://d1c5n4ri2guedi.cloudfront.net/card/51/card_img/37691/51card.png,https://card-gorilla.com/card/detail/51,,,,,"서비스안내 CGV 및 롯데시네마 영화 티켓 10,000원 이상 결제 시 5,000원 결제일할인(청구할인)  이용조건 - 전월 일시불 및 할부 이용금액 30만원 이상 시 제공 - 발급월+1개월까지는 전월 이용금액에 관계없이 제공(연 12회 이용한도에 포함) - 통합 일 1회, 월 2회, 연 12회 제공(연 기준 : 1",,,,,서비스안내 SKT·KT·LG U+ 이동통신요금 자동납부 시 10% 결제일할인(청구할인),,,서비스안내 대중교통·택시 10% 결제일할인(청구할인)
2,49,삼성카드 & MILEAGE PLATINUM (스카이패스),삼성카드,https://d1c5n4ri2guedi.cloudfront.net/card/49/card_img/27705/49card.png,https://card-gorilla.com/card/detail/49,"편의점 이용금액 스카이패스 마일리지 특별적립 서비스 서비스안내 - 편의점 이용금액 1,000원당 스카이패스 2 마일리지 특별적립  대상점 - CU, 세븐일레븐, GS25, 미니스톱 등  적립기준 - 결제건당 삼성카드 접수금액 기준으로 마일리지가 적립되며, 결제금액을 1,000원으로 나눈 후 소수점 이하는 반올림하여 적립  이용조건 - 특별 적립은 '기본 1 마일리지 + 추가 1 마일리지'의 형태로 적립","커피 이용금액 스카이패스 마일리지 특별적립 서비스 서비스안내 - 커피 이용금액 1,000원당 스카이패스 2 마일리지 특별적립  대상점 - 스타벅스, 커피빈, 카페베네, 할리스 등  적립기준 - 결제건당 삼성카드 접수금액 기준으로 마일리지가 적립되며, 결제금액을 1,000원으로 나눈 후 소수점 이하는 반올림하여 적립  이용조건 - 특별 적립은 '기본 1 마일리지 + 추가 1 마일리지'의 형태로 적립",,"주유 이용금액 스카이패스 마일리지 특별적립 서비스 서비스안내 - 주유 이용금액 1,000원당 스카이패스 2 마일리지 특별적립  대상점 - SK에너지, GS칼텍스, 현대오일뱅크, S-OIL, 알뜰주유소 및 LPG충전소 등  적립기준 - 결제건당 삼성카드 접수금액 기준으로 마일리지가 적립되며, 결제금액을 1,000원으로 나눈 후 소수점 이하는 반올림하여 적립  이용조건 - 특별 적립은 '기본 1 마일리지 + 추가 1 마일리지'의 형태로 적립",,,백화점 이용금액 스카이패스 마일리지 특별적립 서비스 서비스안내,,,,,,
3,2441,KB국민 My WE:SH 카드,KB국민카드,https://d1c5n4ri2guedi.cloudfront.net/card/2441/card_img/37123/2441card_3.png,https://card-gorilla.com/card/detail/2441,,,"음식점, 편의점 10% 할인 - 음식점(한식, 일식, 중식, 양식, 뷔페, 패밀리레스토랑, 일반음식점 업종), 편의점(GS25, CU)",,,,,,,"이동통신요금 10% 할인 - SKT, KT, LG U+, Liiv M 이동통신 자동납부 요금",,,
4,2261,LOCA LIKIT 1.2,롯데카드,https://d1c5n4ri2guedi.cloudfront.net/card/2261/card_img/21011/2261card.png,https://card-gorilla.com/card/detail/2261,,,,,,,온라인 1.5% 결제일 할인 - 실적조건 및 할인한도 없이 혜택을 제공합니다.,,,,,,
5,2346,BC 바로 클리어 플러스,BC 바로카드,https://d1c5n4ri2guedi.cloudfront.net/card/2346/card_img/32523/2346card.png,https://card-gorilla.com/card/detail/2346,"[라이프스타일 할인 10%] 편의점 10% 할인 - CU, GS25, 이마트24, 세븐일레븐 * 현장 결제건에 한함 (온라인 결제건 제외) ※ 전월실적과 할인한도는 하단의 유의사항을 통해 확인하여 주시기 바랍니다",,[매일 할인 7%] 점심식사 7% 할인,,,,[라이프스타일 할인 10%] 온라인쇼핑 10% 할인,,,[라이프스타일 할인 10%] 통신 10% 할인,,,[매일 할인 7%] 대중교통 7% 할인
6,2657,JADE Classic,하나카드,https://d1c5n4ri2guedi.cloudfront.net/card/2657/card_img/32434/2657card.png,https://card-gorilla.com/card/detail/2657,,"커피 이용금액 50% 하나머니 적립 제공 - 지난달 실적 50만원 이상, 월 적립 한도 5천 하나머니 영역 적립 대상 가맹점 적립률 적립 한도 커피 스타벅스 50% 5천 하나머니 - 스타벅스 오프라인 결제, 공식앱 또는 공식 홈페이지를 통한 주문 및 결제에 한하여 서비스가 제공되며, 별개의 배달앱 혹은 식당 예약앱을 통한 결제는 서비스 제외됨 - 대형시설물(백화점, 할인점, 아울렛, 쇼핑몰, 휴게소, 공항, 호텔, 리조트, 역사, 마트) 입점 점포 및 임대 매장은 서비스 제외됨",,,,,,,,,,,
7,39,신한카드 Deep Oil,신한카드,https://d1c5n4ri2guedi.cloudfront.net/card/39/card_img/31864/39card.png,https://card-gorilla.com/card/detail/39,"[편의점] - GS25, CU 5% 결제일 할인  생활서비스 유의 사항 - 생활서비스는 신한카드 Deep Oil 전월 이용금액 (1일~말일, 일시불+할부, 모든 주유소 주유 및 LPG 이용금액 제외)이 30만원 이상인 경우 제공됩니다","[커피] - 스타벅스, 이디야 5% 결제일 할인 - 상품권 구입, 선불카드 충전은 할인 제외됩니다",,"4개의 정유사 (GS칼텍스, SK에너지, S-OIL, 에이치디현대오일뱅크) 중 직접 고른 1개 정유사 주유 이용금액 10% 결제일 할인 - 정유사 선택은 1곳만 가능하며 연 1회 (1월~12월) 변경 가능합니다 4개의 정유사 (GS칼텍스, SK에너지, S-OIL, 에이치디현대오일뱅크) 중 직접 고른 1개 정유사 주유 이용금액 10% 결제일 할인 - 정유사 선택은 1곳만 가능하며 연 1회 (1월~12월) 변경 가능합니다  - 정유사 미 선택시에는 GS칼텍스가 선택됩니다","- 롯데시네마 영화관 현장 및 롯데시네마 홈페이지, 모바일App(공식App) 결제건에 한하여 제공됩니다 - 롯데시네마 영화관 현장 및 롯데시네마 홈페이지, 모바일App(공식App) 결제건에 한하여 제공됩니다  - 롯데시네마 일반관 상영 영화의 온라인/현장 예매 시 월 제공횟수 한도 내 1일 1회에 한하여 할인 제공됩니다",,,,,,[정비소] SpeedMate - 스피드메이트 이용금액 10% 결제일 할인,,
8,2376,삼성 iD SIMPLE 카드,삼성카드,https://d1c5n4ri2guedi.cloudfront.net/card/2376/card_img/27725/2376card.png,https://card-gorilla.com/card/detail/2376,,,,,"영화 티켓 건별 10,000원 이상 결제 시 3,000원 결제일할인 - 업종: 영화 - 할인 대상: CGV, 롯데시네마, 메가박스 - 통합 월 1회 제공 - 전월 이용금액 30만원 이상 시 제공 - 발급월 +1개월까지는 전월 이용금액 30만원 미만 시에도 제공 - 오프라인 결제 및 공식 홈페이지·앱을 통한 결제건에 한함",,온라인쇼핑몰 멤버십 정기결제 시 50% 결제일할인 -업종: 온라인쇼핑몰 멤버십,,,,,,
9,2330,LOCA 365 카드,롯데카드,https://d1c5n4ri2guedi.cloudfront.net/card/2330/card_img/24131/2330card.png,https://card-gorilla.com/card/detail/2330,,,,,,,,,,"SKT, KT, LG U+ 10% 할인 - 이동통신요금 자동납부 건만 혜택이 제공되며, 인터넷, TV 등과 결합상품 및 알뜰폰 이용금액은 혜택이 제공되지 않습니다.",,,"대중교통 10% 할인 - 지하철, 시내버스 이용 건만 혜택이 제공되며 택시, 고속버스, 시외버스 이용금액은 혜택이 제공되지 않습니다."
10,2692,현대카드 Summit,현대카드,https://d1c5n4ri2guedi.cloudfront.net/card/2692/card_img/33549/2692card.png,https://card-gorilla.com/card/detail/2692,,,,,,,,전월 이용금액 100만원 이상 시 최대 월 2만 M포인트 적립 구분 혜택 적립 월 한도,전월 이용금액 100만원 이상 시 최대 월 2만 M포인트 적립 구분 혜택 적립 월 한도,,,전월 이용금액 100만원 이상 시 최대 월 2만 M포인트 적립 구분 혜택 적립 월 한도,
11,666,올바른 FLEX 카드,NH농협카드,https://d1c5n4ri2guedi.cloudfront.net/card/666/card_img/21431/666card.png,https://card-gorilla.com/card/detail/666,,"[커피] 스타벅스(사이렌오더 포함) 50% 청구할인 - 일 1회, 월 2회 제공 - 상품권 및 선불카드 구매·충전 제외   *일 한도 5천원   *월 한도 1만원",,,"[영화] CGV, 롯데시네마 30% 청구할인 - 이용건당 1만원 이상 결제 시 제공 - 현장 결제 및 공식 홈페이지/앱 > 결제수단 > 신용카드 > 해당카드 결제 시 제공, 이 외 결제방법(일부 간편/페이결제 등) 이용 및 예매대행사이트, 매점 제외   * 월 한도 5천원",,"[온라인쇼핑/편의점] 쿠팡, G마켓, 11번가, 티몬, 농협몰 5% 청구할인",,,,,,
12,2697,현대카드 MX Black Edition2,현대카드,https://d1c5n4ri2guedi.cloudfront.net/card/2697/card_img/33888/2697card.png,https://card-gorilla.com/card/detail/2697,"[기본 혜택]과 중복 적용 가능하며 전월 이용금액 100만원 이상 시 [추가혜택] 편의점 영역별 1만원 한도, 전월 이용 금액 200만원 이상 시 [추가혜택] 편의점 영역별 월 2만원 할인 한도 편의점 영역 - GS25, CU, 세븐일레븐, 이마트24 - 실적조건 및 적립한도, 혜택 제외 가맹점 기준 등 자세한 내용은 상품 설명서를 통해 확인",,,,,,"[기본 혜택]과 중복 적용 가능하며 전월 이용금액 100만원 이상 시 [추가혜택] 백화점 영역별 1만원 한도, 전월 이용 금액 200만원 이상 시 [추가혜택] 백화점 영역별 월 2만원 할인 한도 백화점 영역",,,,,,"[기본 혜택]과 중복 적용 가능하며 전월 이용금액 100만원 이상 시 [추가혜택] 주유, 대중교통 영역별 1만원 한도, 전월 이용 금액 200만원 이상 시 [추가혜택] 주유, 대중교통 영역별 월 2만원 할인 한도 대중교통 영역"
13,37,신한카드 The BEST-F,신한카드,https://d1c5n4ri2guedi.cloudfront.net/card/37/card_img/36924/37card.png,https://card-gorilla.com/card/detail/37,,,,,,,주요 백화점 할인점 아울렛 할인 - 인천공항 무료 발렛파킹 서비스,,,,,JDC 면세점 8% 결제일 할인 - ﻿﻿서비스 이용 전월(1일~말일) The BEST- F 본인 및 가족카드 이용금액에 따라 할인한도가 적용됩니다.,
14,115,굿데이올림카드,KB국민카드,https://d1c5n4ri2guedi.cloudfront.net/card/115/card_img/20273/115card.png,https://card-gorilla.com/card/detail/115,,,,"주유 리터당 60원 청구할인 - 주유: 주유소, 충전소 업종 - 일 할인제공 이용금액 한도 : 10만원 - 전월 이용실적  30만원(1구간) 이상 시 월 할인 제공 이용금액: 20만원 - 전월 이용실적  60만원(2구간) 이상 시 월 할인 제공 이용금액: 40만원 - 전월 이용실적 120만원(3구간) 이상 시 월 할인 제공 이용금액: 40만원 - 최초 카드 사용등록일로부터 다음 달 말일까지 KB국민 굿데이올림카드 이용실적이 없는 경우에도 1구간(30만원 이상 ~ 60만원 미만) 서비스 제공  - 기준유가 : GS칼텍스 본사 고시 휘발유가 (경유, 등유 LPG는 휘발유가에 비례하여 할인율 적용) - 주유 할인율 산정 : 휘발유가 리터당 금액 ÷ 기준유가 × 100 (소수점 둘째 자리 반올림)   [예] 리터당 60원 ÷ 기준유가 1,700원 × 100 = 주유 할인율 3",,"대형마트 10% 청구할인 - 대형마트: 이마트, 롯데마트, 홈플러스 - 전월 이용실적 30만원(1구간) 이상 시 월 할인 제공 이용금액: 3만원 /(3천원 한도) - 전월 이용실적 60만원(2구간) 이상 시 월 할인 제공 이용금액: 5만원/(5천원 한도) - 전월 이용실적 120만원(3구간) 이상 시 월 할인 제공 이용금액: 10만원/(1만원 한도) - 온라인 쇼핑몰 이용금액, 상품권 구매 및 건물 내 임대매장, SSM(이마트 에브리데이, 홈플러스 익스프레스, 롯데슈퍼) 이용금액 할인 제외 - 최초 카드 사용등록일로부터 다음 달 말일까지 KB국민 굿데이올림카드 이용실적이 없는 경우에도 1구간(30만원 이상 ~ 60만원 미만) 서비스 제공",,,학원/피트니스센터 업종 10% 추가 청구할인 - 학원: 문리계/외국어/예체능/기술/자동차학원 및 독서실 업종,"통신  10% 청구할인 - 통신 : 전화요금, 인터넷이용료, 케이블TV 업종 (휴대폰, 유선전화, 국제전화, 인터넷전화, IPTV)",,,"대중교통 10% 청구할인 - 대중교통: 버스, 지하철, 택시"
15,45,American Express Blue,삼성카드,https://d1c5n4ri2guedi.cloudfront.net/card/45/card_img/27703/45card.png,https://card-gorilla.com/card/detail/45,,"서비스안내 스타벅스·이디야커피 20% 결제일할인(청구할인)  이용조건 - 할인한도 : 통합 월 5,000원 - 전월 이용금액 30만원 이상 시 제공 - 발급월+1개월까지는 전월 이용금액 30만원 미만 시에도 혜택 제공  할인 제외 대상 - 무이자할부, 삼성카드 할인이 적용된 일시불 및 할부 이용금액, 기프트/선불카드(포인트, 사이버머니 등 전자지급수단 포함) 구매 및 충전, 상품권 구매건  유의사항 - 스타벅스의 경우, 사이렌오더 결제건도 혜택이 제공됩니다",,,,,"서비스안내 전월 이용금액에 관계없이, 온라인 간편결제·프리미엄 아울렛·트렌디패션  1.5% 멤버십리워즈 적립",,,서비스안내 - 대중교통·이동통신 5% 멤버십리워즈 적립,,,
16,772,BLISS.5 카드(마일리지),IBK기업은행,https://d1c5n4ri2guedi.cloudfront.net/card/772/card_img/22246/772card.png,https://card-gorilla.com/card/detail/772,,,,,"영화예매 할인 서비스 - CGV, 롯데시네마, 메가박스에서 1만원 이상 BLISS  - 가족카드의 경우 본인카드 이용실적과 합산되지 않으며 카드별 이용실적을 각각 체크하여 서비스를 제공합니다   CGV 콤보 무료 이용 서비스 - CGV매장(일부 매장 제외) 매점에서 BLISS   CGV 콤보 무료 이용 서비스 - CGV매장(일부 매장 제외) 매점에서 BLISS 5카드를 제시할 시 CGV콤보세트(팝콘大 1개 + 음료中 2개)를 무료로 제공하는 서비스입니다 5카드를 제시할 시 CGV콤보세트(팝콘大 1개 + 음료中 2개)를 무료로 제공하는 서비스입니다  서비스 내용 및 이용방법 - CGV매장(일부 매장 제외) 매점에서 BLISS  서비스 내용 및 이용방법 - CGV매장(일부 매장 제외) 매점에서 BLISS 5카드로 키오스크 인증 후 CGV 콤보를 무료로 제공 (키오스크메인 화면 > 오른쪽 하단 '쿠폰사용' 버튼 > BLISS 5카드로 키오스크 인증 후 CGV 콤보를 무료로 제공 (키오스크메인 화면 > 오른쪽 하단 '쿠폰사용' 버튼 > BLISS 5카드)  서비스 제외 매장 - CGV남주안, CGV당진, CGV성남모란, CGV불광, CGV안동, CGV용인, CGV이천, CGV정읍, CGV주안역, CGV청주성안길, CGV Drive In 스퀘 어원(자동차극장), CGV Drive In 곤지암(자동차극장), CGV Salon서초 (커뮤니티 시네마) 서비스 제공조건 - 서비스 이용시점 전월 BLISS",,,,,,,,
17,2702,삼성 iD CLASSY 카드,삼성카드,https://d1c5n4ri2guedi.cloudfront.net/card/2702/card_img/34202/2702card.png,https://card-gorilla.com/card/detail/2702,,"[커피전문점 할인] 커피전문점 20% 결제일 할인 서비스 안내 - 커피전문점 20% 결제일할인  대상점 적립 종류 할인 대상 커피전문점 스타벅스, 이디야커피, 투썸플레이스, 커피빈, 블루보틀  이용한도 및 조건 - 통합 월 할인한도 : 5,000원 - 전월 이용금액 30만원 이상 시 제공 - 발급월+1개월까지는 전월 이용금액 30만원 미만 시에도 제공  할인 제외 대상 - 무이자할부 이용금액 - 삼성카드 할인이 적용된 일시불 및 할부 이용금액 - 건강보험/국민연금/고용보험/산재보험 및 장애인 고용부담금, 국세/지방세/공과금 납부건 - 부동산 임대료 납부건 - 유치원 납입금, 초/중/고등학교 학교납입금, 대학 등록금 납부건 - 대중교통, 택시, 고속버스(차내 단말기 및 고속버스 앱 결제),고속도로 통행요금 납부건 - 기프트/선불카드(포인트, 사이버머니 등 전자지급수단 포함)구매 및 충전, 상품권 구매건 - 문자알림서비스, 스마트오토서비스 이용금액 - 삼성카드와 구매캐시백 포인트 제공 계약을 체결한 일부 가맹점의약품/유류 구매한도 대금결제건  유의사항 - 오프라인 결제건에 한하며, 백화점, 할인점, 쇼핑몰 등의 임대매장은 제외(단, 스타벅스의 경우, 사이렌오더 결제건도 혜택 제공) - 삼성카드의 다른 결제일할인 혜택과 중복 적용되지 않으며, 할인 혜택이 큰 금액만 적용 - 할인 혜택은 승인일 기준으로 적용 - 자체 가맹점번호로 승인 처리되는 일부 결제건(간편결제, 키오스크 등)은 할인 및 적립 대상에서 제외 - 전월 이용금액 기준 : 매월 1일부터 말일까지 이용한 일시불 및 할부 이용금액(단기카드 대출(현금서비스), 장기카드대출(카드론), 각종 수수료 및 이자(할부수수료, 카드대출 이자 등), 연체료, 연회비 납부건은 일시불 및 할부 이용금액에 해당되지 않음) - 전월 이용금액 제외 대상   * 건강보험/국민연금/고용보험/산재보험 및 장애인 고용부담금, 국세/지방세/공과금 납부건   * 아파트 관리비, 부동산 임대료 납부건   * 유치원 납입금, 초/중/고등학교 학교납입금, 대학 등록금 납부건   * 대중교통, 택시 이용금액   * 기프트/선불카드(포인트, 사이버머니 등 전자지급수단 포함) 구매 및 충전, 상품권 구매건 - 본인카드와 가족카드의 이용실적 및 할인한도는 합산하여 산정 - 전월 이용금액 산정은 승인일 기준으로 적용",,,"[영화 할인] 영화 5천원 결제일할인 서비스 안내 - 영화 티켓 건별 12,000원 이상 결제 시 5,000원 결제일 할인  대상점 구분 할인 대상 영화 CGV, 롯데시네마, 메가박스  이용한도 및 조건 - 통합 월 1회 제공 - 전월 이용금액 30만원 이상 시 제공 - 발급월+1개월까지는 전월 이용금액 30만원 미만 시에도 제공  할인 제외 대상 - 무이자할부 이용금액 - 삼성카드 할인이 적용된 일시불 및 할부 이용금액 - 건강보험/국민연금/고용보험/산재보험 및 장애인 고용부담금, 국세/지방세/공과금 납부건 - 부동산 임대료 납부건 - 유치원 납입금, 초/중/고등학교 학교납입금, 대학 등록금 납부건 - 대중교통, 택시, 고속버스(차내 단말기 및 고속버스 앱 결제),고속도로 통행요금 납부건 - 기프트/선불카드(포인트, 사이버머니 등 전자지급수단 포함)구매 및 충전, 상품권 구매건 - 문자알림서비스, 스마트오토서비스 이용금액 - 삼성카드와 구매캐시백 포인트 제공 계약을 체결한 일부 가맹점의약품/유류 구매한도 대금결제건  유의사항 - 오프라인 결제 및 공식 홈페이지/앱을 통한 결제건에 한함 - 삼성카드의 다른 결제일할인 혜택과 중복 적용되지 않으며, 할인 혜택이 큰 금액만 적용 - 할인 혜택은 승인일 기준으로 적용 - 자체 가맹점번호로 승인 처리되는 일부 결제건(간편결제, 키오스크 등)은 할인 및 적립 대상에서 제외 - 전월 이용금액 기준 : 매월 1일부터 말일까지 이용한 일시불 및 할부 이용금액(단기카드 대출(현금서비스), 장기카드대출(카드론), 각종 수수료 및 이자(할부수수료, 카드대출 이자 등), 연체료, 연회비 납부건은 일시불 및 할부 이용금액에 해당되지 않음) - 전월 이용금액 제외 대상   * 건강보험/국민연금/고용보험/산재보험 및 장애인 고용부담금, 국세/지방세/공과금 납부건   * 아파트 관리비, 부동산 임대료 납부건   * 유치원 납입금, 초/중/고등학교 학교납입금, 대학 등록금 납부건   * 대중교통, 택시 이용금액   * 기프트/선불카드(포인트, 사이버머니 등 전자지급수단 포함) 구매 및 충전, 상품권 구매건 - 본인카드와 가족카드의 이용실적 및 할인한도는 합산하여 산정 - 전월 이용금액 산정은 승인일 기준으로 적용",,,,,,,,
18,2703,JADE Prime,하나카드,https://d1c5n4ri2guedi.cloudfront.net/card/2703/card_img/34566/2703_1card.png,https://card-gorilla.com/card/detail/2703,,,,"[주유/EV충전 적립] 주유(LPG) 리터당 150하나머니・EV충전 30% 하나머니 적립 제공 - 지난달 실적 50만원 이상, 월 적립 한도 1만 하나머니 영역 적립 대상 가맹점 적립율 적립 한도 주유(LPG 포함) SK에너지, GS칼텍스, S-Oil, HD현대오일뱅크, 알뜰주유소 리터당 150 하나머니 월 통합 1만 하나머니 EV충전 EV(전기차) 충전소 30% - 주유(LPG포함) 이용금액은 SK에너지 고시 휘발유가 기준으로 주유 리터 환산하여 적립 제공 - EV(전기차) 충전 상세가맹점은 하나카드 홈페이지 공지사항(www",,,,,,,,,
19,121,다담카드,KB국민카드,https://d1c5n4ri2guedi.cloudfront.net/card/121/card_img/20353/121card.png,https://card-gorilla.com/card/detail/121,,,,"주유 기본 할인 서비스 - SK주유소(충전소) 리터당 60원 청구할인 - 월 20만원 이용금액까지 할인 제공   * 기준유가: SK에너지 본사 고시 휘발유가   * 경유, 등유, LPG는 휘발유가로 환산하여 할인율 적용  유의사항 - 기본 할인 서비스는 전월 이용실적 30만원 이상 시 제공됩니다","CGV/메가박스 온라인 영화예매시 승인건당 3,500원 청구 할인 - 일 2회, 월 4회, 연간 10회 제공  유의사항 - 기본 할인 서비스는 전월 이용실적 30만원 이상 시 제공됩니다",,,,,이동통신 기본 할인 서비스 - 이동통신요금 자동납부 등록 시 10% 청구할인,,,"대중교통 기본 할인 서비스 - 버스, 지하철 10% 청구할인"
20,2674,I-Mileage (대한항공),IBK기업은행,https://d1c5n4ri2guedi.cloudfront.net/card/2674/card_img/32666/2674card_2.png,https://card-gorilla.com/card/detail/2674,,"스타벅스 할인 서비스 - 1만원 이상 결제 시 4천원 청구할인 | 월 1회, 연 12회 제공 - 국내 스타벅스 매장에 한 해 적용 - 사이렌 오더 이용 시에도 할인 제공 - 1만원 미만 결제 시 할인 미제공 - 상품권 구매 및 충전, 백화점 / 대형할인점 / 아울렛 등 입점 매장은 할인 제외",,,,,,,,,,,
21,583,우리 K-패스(신용),우리카드,https://d1c5n4ri2guedi.cloudfront.net/card/583/card_img/33530/583card.png,https://card-gorilla.com/card/detail/583,,,,,,,,,,,,,K-패스 사업 지역 안내 시·도 해당지역
22,2683,현대카드Z family Edition2,현대카드,https://d1c5n4ri2guedi.cloudfront.net/card/2683/card_img/32811/2683card.png,https://card-gorilla.com/card/detail/2683,,,,"[주유 10% 청구 할인] 대상점  - GS칼텍스, SK에너지, 현대오일뱅크, S-OIL  할인 한도 - 전월 이용 금액 50만원 이상 시 월 6천원 할인, 100만원 이상 시 월 1만원 할인  - 전월 이용 금액 50만원 미만 시 혜택 제외   유의사항 -  대상 주유소 통합 1일 1회 할인 적용(본인 + 가족 카드 합산)",,,[온라인 쇼핑몰 10% 청구 할인] 대상점,[병원·약국 10% 청구 할인] 대상점 ,[학원 10% 청구 할인] 대상점,,,,
23,657,taptap DIGITAL,삼성카드,https://d1c5n4ri2guedi.cloudfront.net/card/657/card_img/27715/657card.png,https://card-gorilla.com/card/detail/657,"서비스안내 편의점·헬스&뷰티·생활잡화 10% 결제일할인(청구할인)  대상점 업종 할인 대상점 편의점 CU, GS25, 세븐일레븐, 미니스톱, 이마트24 헬스&뷰티 올리브영, 롭스, 랄라블라 생활잡화 다이소  이용조건 - 할인한도 : 통합 월 5,000원 - 전월 이용금액 30만원 이상 시 제공 - 발급월+1개월까지는 전월 이용금액 30만원 미만 시에도 혜택 제공  할인 제외 대상 - 무이자할부, 삼성카드 할인이 적용된 일시불 및 할부 이용금액, 건강보험/국민연금/고용보험/산재보험 및 장애인 고용부담금, 국세/지방세/공과금, 초·중·고등학교 학교납입금, 대학 등록금, 대중교통, 택시, 고속버스(차내 단말기 및 고속버스 앱 결제), 고속도로 통행요금, 부동산 임대료, 기프트/선불카드(포인트, 사이버머니 등 전자지급 수단 포함) 구매 및 충전, 상품권 구매, 문자알림서비스, 스마트오토서비스 이용금액  유의사항 - 오프라인 일반 결제건에 한하며, 임대매장은 제외됩니다",,,,,,,,,,,,
